pair_id,chr,geneA,startA,endA,strandA,geneB,startB,endB,strandB,distance,species,no. of effective observations,BDP activity,,species,
3470,Chr6,LOC_OS06G42640,25641388,25645227,-,LOC_OS06G42650,25645542,25648545,+,315,rice,2064,0.109729741,,,
3471,Chr6,LOC_OS06G43710,26316042,26318956,-,LOC_OS06G43720,26319545,26320183,+,589,rice,1412,0.031356479,,,
3472,Chr6,LOC_OS06G43890,26440413,26441925,-,LOC_OS06G43900,26442595,26444898,+,670,rice,4565,0.268604545,,,
3473,Chr6,LOC_OS06G44180,26652829,26659263,-,LOC_OS06G44190,26660027,26660357,+,764,rice,9039,0.121456464,,,
3474,Chr6,LOC_OS06G45060,27261294,27262594,-,LOC_OS06G45070,27262805,27264972,+,211,rice,10699,0.527785766,,,
3475,Chr6,LOC_OS06G45620,27618992,27621706,-,LOC_OS06G45630,27622464,27626274,+,758,rice,6279,0.340374218,,,
3476,Chr6,LOC_OS06G45800,27709820,27719175,-,LOC_OS06G45810,27719969,27722149,+,794,rice,2031,0.000153405,,,
3477,Chr6,LOC_OS06G46710,28373188,28376722,-,LOC_OS06G46720,28377093,28382489,+,371,rice,2587,0.082315054,,,
3478,Chr6,LOC_OS06G46930,28472587,28474784,-,LOC_OS06G46940,28475573,28481088,+,789,rice,10085,-0.249346442,,,
3479,Chr6,LOC_OS06G47120,28555632,28557912,-,LOC_OS06G47130,28558292,28564762,+,380,rice,4455,-0.054469671,,,
3480,Chr6,LOC_OS06G47830,28946879,28950601,-,LOC_OS06G47834,28950823,28953456,+,222,rice,7763,-0.197283537,,,
3481,Chr6,LOC_OS06G47870,28966758,28967624,-,LOC_OS06G47880,28967974,28969110,+,350,rice,1395,0.871394892,,,
3482,Chr6,LOC_OS06G48230,29173195,29175608,-,LOC_OS06G48235,29175691,29177070,+,83,rice,8417,0.113644848,,,
3483,Chr6,LOC_OS06G48300,29208086,29210947,-,LOC_OS06G48310,29211701,29212000,+,754,rice,6677,0.430702318,,,
3484,Chr6,LOC_OS06G49020,29711341,29712715,-,LOC_OS06G49030,29713411,29717017,+,696,rice,5682,0.154244812,,,
3485,Chr6,LOC_OS06G49070,29737484,29738307,-,LOC_OS06G49080,29738880,29742503,+,573,rice,8183,-0.100859236,,,
3486,Chr6,LOC_OS06G49130,29767892,29781103,-,LOC_OS06G49140,29782067,29784932,+,964,rice,10150,0.191453431,,,
3487,Chr6,LOC_OS06G49440,29955438,29960777,-,LOC_OS06G49450,29961036,29967489,+,259,rice,10092,0.030107161,,,
3488,Chr6,LOC_OS06G49510,29989930,29994451,-,LOC_OS06G49520,29994592,29996123,+,141,rice,10827,0.130056216,,,
3489,Chr6,LOC_OS06G50140,30364054,30366662,-,LOC_OS06G50146,30367350,30370711,+,688,rice,6984,-0.080818496,,,
3490,Chr6,LOC_OS06G50880,30776898,30779652,-,LOC_OS06G50890,30779924,30783639,+,272,rice,10372,0.235204818,,,
3491,Chr6,LOC_OS06G51170,30953028,30956664,-,LOC_OS06G51180,30957571,30965054,+,907,rice,1295,0.352788717,,,
3492,Chr7,LOC_OS07G01540,335223,343722,-,LOC_OS07G01550,343926,350103,+,204,rice,10057,0.255046768,,,
3493,Chr7,LOC_OS07G01920,559356,563170,-,LOC_OS07G01930,563346,566055,+,176,rice,10532,0.268820203,,,
3494,Chr7,LOC_OS07G01960,587602,588138,-,LOC_OS07G01970,588674,589510,+,536,rice,1640,0.238869324,,,
3495,Chr7,LOC_OS07G01990,604496,607486,-,LOC_OS07G02000,607681,608705,+,195,rice,10532,0.685248661,,,
3496,Chr7,LOC_OS07G02250,722836,726496,-,LOC_OS07G02260,726606,727559,+,110,rice,8241,0.115063034,,,
3497,Chr7,LOC_OS07G02950,1096376,1101697,-,LOC_OS07G02960,1101847,1105391,+,150,rice,10140,0.367345324,,,
3498,Chr7,LOC_OS07G03840,1603024,1605378,-,LOC_OS07G03849,1606096,1608996,+,718,rice,9972,0.606197283,,,
3499,Chr7,LOC_OS07G04400,1952188,1952839,-,LOC_OS07G04410,1953466,1953823,+,627,rice,3034,0.807733056,,,
3500,Chr7,LOC_OS07G04490,1983623,1984543,-,LOC_OS07G04500,1985484,1987858,+,941,rice,6305,0.100546695,,,
3501,Chr7,LOC_OS07G04540,2006605,2007390,-,LOC_OS07G04550,2007647,2013146,+,257,rice,8648,-0.112422671,,,
3502,Chr7,LOC_OS07G04860,2140732,2143984,-,LOC_OS07G04850,2144150,2151824,+,166,rice,10400,0.650019416,,,
3503,Chr7,LOC_OS07G04940,2179672,2181138,-,LOC_OS07G04950,2181828,2182644,+,690,rice,5132,0.885589157,,,
3504,Chr7,LOC_OS07G06060,2940292,2942825,-,LOC_OS07G06070,2943339,2943868,+,514,rice,9678,0.145046263,,,
3505,Chr7,LOC_OS07G06450,3122611,3124604,-,LOC_OS07G06460,3124914,3125712,+,310,rice,10070,-0.439138061,,,
3506,Chr7,LOC_OS07G06980,3435933,3444791,-,LOC_OS07G06990,3444957,3446867,+,166,rice,10806,-0.1212344,,,
3507,Chr7,LOC_OS07G07030,3465223,3469086,-,LOC_OS07G07040,3469427,3471635,+,341,rice,8878,0.402371161,,,
3508,Chr7,LOC_OS07G07210,3573154,3573754,-,LOC_OS07G07220,3574404,3576953,+,650,rice,7591,0.203200326,,,
3509,Chr7,LOC_OS07G07400,3698670,3699128,-,LOC_OS07G07410,3699582,3701580,+,454,rice,3317,0.163147268,,,
3510,Chr7,LOC_OS07G07740,3890716,3891989,-,LOC_OS07G07750,3892822,3894176,+,833,rice,2162,0.601203109,,,
3511,Chr7,LOC_OS07G07800,3913766,3914622,-,LOC_OS07G07820,3914921,3921244,+,299,rice,2145,-0.032360828,,,
3512,Chr7,LOC_OS07G08170,4150687,4156066,-,LOC_OS07G08180,4156203,4160559,+,137,rice,10663,0.493222049,,,
3513,Chr7,LOC_OS07G09320,4882817,4890136,-,LOC_OS07G09330,4890264,4893669,+,128,rice,10432,-0.078387341,,,
3514,Chr7,LOC_OS07G09500,5012788,5014427,-,LOC_OS07G09510,5015351,5020212,+,924,rice,1898,0.134907189,,,
3515,Chr7,LOC_OS07G09750,5192108,5194920,-,LOC_OS07G09760,5195696,5200918,+,776,rice,2139,0.260805005,,,
3516,Chr7,LOC_OS07G10250,5500195,5506490,-,LOC_OS07G10254,5507023,5507723,+,533,rice,5010,-0.09332455,,,
3517,Chr7,LOC_OS07G10870,5941874,5943739,-,LOC_OS07G10880,5944731,5946227,+,992,rice,1026,0.504697273,,,
3518,Chr7,LOC_OS07G11100,6132917,6133364,-,LOC_OS07G11110,6134015,6136780,+,651,rice,1396,0.142403742,,,
3519,Chr7,LOC_OS07G11280,6222175,6231671,-,LOC_OS07G11290,6232593,6234546,+,922,rice,10570,0.04847432,,,
3520,Chr7,LOC_OS07G12910,7414568,7418059,-,LOC_OS07G12920,7418848,7419702,+,789,rice,2960,0.072384883,,,
3521,Chr7,LOC_OS07G14370,8204553,8207383,-,LOC_OS07G14380,8207700,8209542,+,317,rice,1610,0.438083367,,,
3522,Chr7,LOC_OS07G22600,12716456,12722911,-,LOC_OS07G22610,12723345,12730037,+,434,rice,1061,-0.221528005,,,
3523,Chr7,LOC_OS07G22940,12925518,12925892,-,LOC_OS07G22950,12926448,12930711,+,556,rice,4824,-0.051070734,,,
3524,Chr7,LOC_OS07G23340,13149738,13153339,-,LOC_OS07G23354,13153648,13168032,+,309,rice,3058,0.238768458,,,
3525,Chr7,LOC_OS07G23480,13261118,13271502,-,LOC_OS07G23485,13272446,13275812,+,944,rice,5954,0.797019494,,,
3526,Chr7,LOC_OS07G23530,13293804,13294124,-,LOC_OS07G23540,13294809,13305690,+,685,rice,1090,0.146498279,,,
3527,Chr7,LOC_OS07G23710,13382831,13383995,-,LOC_OS07G23720,13384446,13386049,+,451,rice,3669,-0.173033206,,,
3528,Chr7,LOC_OS07G25510,14609261,14609759,-,LOC_OS07G25520,14610201,14610503,+,442,rice,3641,0.212278968,,,
3529,Chr7,LOC_OS07G27660,16146315,16147346,-,LOC_OS07G27670,16147913,16149483,+,567,rice,2868,0.480711426,,,
3530,Chr7,LOC_OS07G28310,16532597,16534678,-,LOC_OS07G28320,16534955,16535353,+,277,rice,1698,0.401816549,,,
3531,Chr7,LOC_OS07G28810,16869074,16870353,-,LOC_OS07G28820,16870468,16875355,+,115,rice,4437,-0.26096482,,,
3532,Chr7,LOC_OS07G29420,17270515,17274278,-,LOC_OS07G29430,17274872,17275486,+,594,rice,5874,0.165260373,,,
3533,Chr7,LOC_OS07G29440,17276190,17276684,-,LOC_OS07G29450,17277618,17283635,+,934,rice,4402,-0.097445694,,,
3534,Chr7,LOC_OS07G29460,17301273,17305008,-,LOC_OS07G29470,17305270,17306497,+,262,rice,6366,0.679393129,,,
3535,Chr7,LOC_OS07G30790,18222515,18228417,-,LOC_OS07G30800,18228560,18232364,+,143,rice,10572,0.163915616,,,
3536,Chr7,LOC_OS07G31244,18496787,18497822,-,LOC_OS07G31250,18497999,18502813,+,177,rice,4576,0.21668604,,,
3537,Chr7,LOC_OS07G31680,18812309,18813757,-,LOC_OS07G31690,18814660,18818135,+,903,rice,1173,-0.099326253,,,
3538,Chr7,LOC_OS07G32412,19276479,19281526,-,LOC_OS07G32420,19281738,19289773,+,212,rice,10907,-0.015551669,,,
3539,Chr7,LOC_OS07G32890,19658119,19668106,-,LOC_OS07G32900,19668378,19673208,+,272,rice,10053,0.476843932,,,
3540,Chr7,LOC_OS07G33910,20277396,20279936,-,LOC_OS07G33915,20280251,20280923,+,315,rice,2883,0.351920413,,,
3541,Chr7,LOC_OS07G34598,20739506,20749461,-,LOC_OS07G34610,20749666,20751833,+,205,rice,9935,-0.140897596,,,
3542,Chr7,LOC_OS07G34730,20808033,20812544,-,LOC_OS07G34740,20812882,20817921,+,338,rice,10664,0.06447291,,,
3543,Chr7,LOC_OS07G35310,21133028,21140733,-,LOC_OS07G35330,21140941,21144309,+,208,rice,8733,0.890703532,,,
3544,Chr7,LOC_OS07G35335,21144789,21145980,-,LOC_OS07G35340,21146479,21149745,+,499,rice,4320,0.364833851,,,
3545,Chr7,LOC_OS07G35700,21384747,21388284,-,LOC_OS07G35710,21388674,21390277,+,390,rice,3596,0.223163597,,,
3546,Chr7,LOC_OS07G36120,21587102,21589258,-,LOC_OS07G36130,21589968,21590651,+,710,rice,2149,-0.015603121,,,
3547,Chr7,LOC_OS07G38150,22880416,22882065,-,LOC_OS07G38160,22882232,22887145,+,167,rice,10013,-0.162459867,,,
3548,Chr7,LOC_OS07G38420,23087564,23090921,-,LOC_OS07G38430,23091890,23094460,+,969,rice,10379,0.497662081,,,
3549,Chr7,LOC_OS07G38450,23101150,23105362,-,LOC_OS07G38460,23106246,23108163,+,884,rice,3805,0.245736857,,,
3550,Chr7,LOC_OS07G38890,23325197,23327227,-,LOC_OS07G38900,23328211,23329178,+,984,rice,2456,0.166313366,,,
3551,Chr7,LOC_OS07G40110,24070064,24070698,-,LOC_OS07G40120,24071181,24073535,+,483,rice,1982,-0.108617814,,,
3552,Chr7,LOC_OS07G40130,24078187,24080052,-,LOC_OS07G40140,24080958,24081680,+,906,rice,3801,0.347116812,,,
3553,Chr7,LOC_OS07G40450,24240464,24243369,-,LOC_OS07G40460,24243946,24247474,+,577,rice,10627,0.110611893,,,
3554,Chr7,LOC_OS07G40750,24419883,24422332,-,LOC_OS07G40760,24422745,24428477,+,413,rice,4693,0.304195795,,,
3555,Chr7,LOC_OS07G41180,24654813,24659848,-,LOC_OS07G41190,24660133,24662594,+,285,rice,10278,0.723966172,,,
3556,Chr7,LOC_OS07G41670,24970677,24972851,-,LOC_OS07G41680,24973570,24976586,+,719,rice,2075,0.079769332,,,
3557,Chr7,LOC_OS07G42395,25369221,25371856,-,LOC_OS07G42400,25371994,25376165,+,138,rice,10653,-0.130988836,,,
3558,Chr7,LOC_OS07G43990,26298300,26300627,-,LOC_OS07G44000,26301347,26302296,+,720,rice,2805,0.006259989,,,
3559,Chr7,LOC_OS07G44299,26468910,26470733,-,LOC_OS07G44310,26471576,26473120,+,843,rice,9867,-0.216427348,,,
3560,Chr7,LOC_OS07G44630,26631322,26633686,-,LOC_OS07G44640,26633873,26637243,+,187,rice,9131,0.750953289,,,
3561,Chr7,LOC_OS07G44730,26700793,26705243,-,LOC_OS07G44740,26705892,26707887,+,649,rice,10677,0.340083594,,,
3562,Chr7,LOC_OS07G44940,26806422,26809063,-,LOC_OS07G44950,26809796,26813252,+,733,rice,10607,0.032778936,,,
3563,Chr7,LOC_OS07G45194,26995075,27001026,-,LOC_OS07G45250,27001734,27004314,+,708,rice,1721,-0.150453858,,,
3564,Chr7,LOC_OS07G45195,26978357,26983862,-,LOC_OS07G45210,26984185,26988352,+,323,rice,6192,-0.146119411,,,
3565,Chr7,LOC_OS07G45350,27050719,27054788,-,LOC_OS07G45360,27055343,27059643,+,555,rice,10222,0.077006599,,,
3566,Chr7,LOC_OS07G46310,27624185,27626739,-,LOC_OS07G46315,27626769,27627785,+,30,rice,6532,0.078137205,,,
3567,Chr7,LOC_OS07G47290,28272314,28276634,-,LOC_OS07G47300,28277520,28281063,+,886,rice,10539,0.239259322,,,
3568,Chr7,LOC_OS07G47370,28335316,28337597,-,LOC_OS07G47380,28337734,28339272,+,137,rice,9397,0.420392161,,,
3569,Chr7,LOC_OS07G47610,28462675,28467828,-,LOC_OS07G47620,28468388,28470573,+,560,rice,1303,0.043683338,,,
3570,Chr7,LOC_OS07G48180,28779885,28783937,-,LOC_OS07G48190,28784735,28785232,+,798,rice,4391,0.207706867,,,
3571,Chr7,LOC_OS07G48960,29292308,29302842,-,LOC_OS07G48970,29303615,29309383,+,773,rice,10451,0.288147783,,,
3572,Chr7,LOC_OS07G49220,29476238,29478532,-,LOC_OS07G49230,29478758,29483659,+,226,rice,2723,0.079138678,,,
3573,Chr7,LOC_OS07G49290,29519451,29522145,-,LOC_OS07G49300,29522442,29530773,+,297,rice,1720,-0.234989181,,,
3574,Chr8,LOC_OS08G01500,307168,307458,-,LOC_OS08G01510,308328,310185,+,870,rice,2185,0.082224178,,,
3575,Chr8,LOC_OS08G01514,317389,318333,-,LOC_OS08G01520,318965,321012,+,632,rice,2505,-0.222068574,,,
3576,Chr8,LOC_OS08G01650,381307,383986,-,LOC_OS08G01660,384088,388246,+,102,rice,10149,0.456000793,,,
3577,Chr8,LOC_OS08G01990,635390,635941,-,LOC_OS08G02000,636702,643713,+,761,rice,5970,0.372941537,,,
3578,Chr8,LOC_OS08G02190,740821,745515,-,LOC_OS08G02200,746499,747146,+,984,rice,4659,0.140431177,,,
3579,Chr8,LOC_OS08G02420,969281,970545,-,LOC_OS08G02430,970936,971400,+,391,rice,2443,4.15E-05,,,
3580,Chr8,LOC_OS08G03170,1466347,1468174,-,LOC_OS08G03180,1468423,1473230,+,249,rice,2000,0.571076656,,,
3581,Chr8,LOC_OS08G03380,1580877,1584989,-,LOC_OS08G03390,1585126,1589008,+,137,rice,10926,0.045408861,,,
3582,Chr8,LOC_OS08G03520,1644811,1646004,-,LOC_OS08G03530,1646338,1647486,+,334,rice,1030,0.133945595,,,
3583,Chr8,LOC_OS08G04780,2385406,2389280,-,LOC_OS08G04790,2389729,2393042,+,449,rice,10685,0.647181243,,,
3584,Chr8,LOC_OS08G05540,2968200,2969072,-,LOC_OS08G05550,2969306,2971940,+,234,rice,10615,0.596063005,,,
3585,Chr8,LOC_OS08G05880,3166739,3170553,-,LOC_OS08G05890,3171542,3175438,+,989,rice,10608,0.263175671,,,
3586,Chr8,LOC_OS08G06230,3431841,3438225,-,LOC_OS08G06240,3438448,3442003,+,223,rice,10333,0.113247593,,,
3587,Chr8,LOC_OS08G06600,3722365,3726246,-,LOC_OS08G06610,3726902,3727461,+,656,rice,1961,0.200272985,,,
3588,Chr8,LOC_OS08G07870,4424985,4429988,-,LOC_OS08G07880,4430196,4434313,+,208,rice,2363,-0.13501634,,,
3589,Chr8,LOC_OS08G08084,4591999,4592880,-,LOC_OS08G08090,4593671,4594175,+,791,rice,4044,0.32169453,,,
3590,Chr8,LOC_OS08G09260,5379310,5384023,-,LOC_OS08G09270,5384443,5388851,+,420,rice,6491,0.026560679,,,
3591,Chr8,LOC_OS08G10560,6212073,6218275,-,LOC_OS08G10570,6218686,6224053,+,411,rice,4714,-0.181880805,,,
3592,Chr8,LOC_OS08G11180,6567484,6573244,-,LOC_OS08G11190,6573875,6576641,+,631,rice,1762,0.735730894,,,
3593,Chr8,LOC_OS08G14360,8613746,8615699,-,LOC_OS08G14364,8615720,8617846,+,21,rice,8877,0.792932383,,,
3594,Chr8,LOC_OS08G17650,10795822,10803842,-,LOC_OS08G17655,10804292,10805306,+,450,rice,5329,0.063892204,,,
3595,Chr8,LOC_OS08G19370,11583452,11587229,-,LOC_OS08G19374,11587793,11590913,+,564,rice,7354,0.224484156,,,
3596,Chr8,LOC_OS08G21530,12829625,12830056,-,LOC_OS08G21541,12830882,12836049,+,826,rice,1753,0.307458525,,,
3597,Chr8,LOC_OS08G23100,13912643,13919786,-,LOC_OS08G23110,13919925,13925717,+,139,rice,10633,0.385242036,,,
3598,Chr8,LOC_OS08G25864,15755460,15758527,-,LOC_OS08G25870,15759307,15762103,+,780,rice,4223,0.100003445,,,
3599,Chr8,LOC_OS08G27150,16582626,16586421,-,LOC_OS08G27160,16587156,16587750,+,735,rice,1122,-0.109037753,,,
3600,Chr8,LOC_OS08G28000,17060221,17060464,-,LOC_OS08G28010,17061170,17065608,+,706,rice,3718,0.804850596,,,
3601,Chr8,LOC_OS08G28470,17379787,17383802,-,LOC_OS08G28480,17384496,17387430,+,694,rice,1816,0.290907284,,,
3602,Chr8,LOC_OS08G30820,19031135,19033307,-,LOC_OS08G30830,19033958,19035156,+,651,rice,4600,0.007566115,,,
3603,Chr8,LOC_OS08G33540,20945056,20947979,-,LOC_OS08G33550,20948959,20951695,+,980,rice,1575,-0.06770015,,,
3604,Chr8,LOC_OS08G33680,21034178,21036094,-,LOC_OS08G33690,21036702,21037277,+,608,rice,6666,0.486325736,,,
3605,Chr8,LOC_OS08G33890,21207800,21208570,-,LOC_OS08G33900,21208680,21211470,+,110,rice,6092,0.355785028,,,
3606,Chr8,LOC_OS08G34330,21549576,21551327,-,LOC_OS08G34340,21551910,21558589,+,583,rice,3584,0.045525772,,,
3607,Chr8,LOC_OS08G36360,22917710,22921042,-,LOC_OS08G36370,22921417,22925164,+,375,rice,1808,0.585279075,,,
3608,Chr8,LOC_OS08G37120,23460345,23463097,-,LOC_OS08G37130,23463933,23468392,+,836,rice,2881,-0.193123257,,,
3609,Chr8,LOC_OS08G38600,24397914,24401324,-,LOC_OS08G38610,24402186,24406138,+,862,rice,7223,0.312168392,,,
3610,Chr8,LOC_OS08G39070,24681103,24684529,-,LOC_OS08G39080,24685246,24694534,+,717,rice,10744,-0.247416292,,,
3611,Chr8,LOC_OS08G39420,24929534,24934795,-,LOC_OS08G39430,24935696,24936427,+,901,rice,10101,-0.107710899,,,
3612,Chr8,LOC_OS08G39680,25116143,25120996,-,LOC_OS08G39694,25121291,25134371,+,295,rice,2371,-0.058059769,,,
3613,Chr8,LOC_OS08G39960,25319022,25320721,-,LOC_OS08G39970,25321532,25325637,+,811,rice,10441,-0.063140491,,,
3614,Chr8,LOC_OS08G40850,25848628,25853121,-,LOC_OS08G40860,25853729,25857347,+,608,rice,10268,0.448170001,,,
3615,Chr8,LOC_OS08G40910,25888230,25889165,-,LOC_OS08G40919,25889494,25893900,+,329,rice,9354,-0.052274537,,,
3616,Chr8,LOC_OS08G41000,25934449,25936192,-,LOC_OS08G41010,25937086,25942445,+,894,rice,8101,0.055328063,,,
3617,Chr8,LOC_OS08G42000,26535057,26537389,-,LOC_OS08G42010,26537672,26542925,+,283,rice,10739,-0.217902711,,,
3618,Chr8,LOC_OS08G42380,26749936,26751013,-,LOC_OS08G42390,26751370,26754564,+,357,rice,9737,0.187042026,,,
3619,Chr8,LOC_OS08G42540,26882955,26887363,-,LOC_OS08G42550,26887813,26895503,+,450,rice,10694,-0.00801008,,,
3620,Chr8,LOC_OS08G42680,26981014,26982303,-,LOC_OS08G42690,26982655,26986692,+,352,rice,2919,0.333047803,,,
3621,Chr8,LOC_OS08G42910,27123639,27127538,-,LOC_OS08G42920,27127760,27129724,+,222,rice,10330,0.140707138,,,
3622,Chr8,LOC_OS08G43220,27326619,27328690,-,LOC_OS08G43230,27329441,27331356,+,751,rice,1512,0.049127279,,,
3623,Chr8,LOC_OS08G43840,27662749,27664466,-,LOC_OS08G43850,27664953,27667860,+,487,rice,1316,0.259033609,,,
3624,Chr8,LOC_OS08G43880,27671516,27673330,-,LOC_OS08G43890,27673598,27674323,+,268,rice,4146,0.52748434,,,
3625,Chr8,LOC_OS08G44320,27888895,27893038,-,LOC_OS08G44330,27893237,27898831,+,199,rice,10720,-0.355014782,,,
3626,Chr8,LOC_OS08G44440,27959459,27963042,-,LOC_OS08G44450,27963200,27965743,+,158,rice,10773,0.321584284,,,
3627,Chr8,LOC_OS08G44550,28011058,28013318,-,LOC_OS08G44560,28014058,28020255,+,740,rice,5687,-0.01117401,,,
3628,Chr8,LOC_OS08G44650,28074869,28077136,-,LOC_OS08G44660,28077528,28079807,+,392,rice,3851,0.192837591,,,
3629,Chr8,LOC_OS08G45060,28290085,28292646,-,LOC_OS08G45070,28293562,28293927,+,916,rice,10207,0.115582944,,,
3630,Chr8,LOC_OS08G45130,28340958,28343114,-,LOC_OS08G45140,28343297,28345543,+,183,rice,10468,-0.075463032,,,
3631,Chr9,LOC_OS09G01680,485012,490816,-,LOC_OS09G01690,490930,493986,+,114,rice,10441,0.206871732,,,
3632,Chr9,LOC_OS09G10201,5555449,5556367,-,LOC_OS09G10204,5556531,5557872,+,164,rice,9633,0.695599123,,,
3633,Chr9,LOC_OS09G16090,9825472,9826875,-,LOC_OS09G16100,9827314,9831620,+,439,rice,1072,0.555104332,,,
3634,Chr9,LOC_OS09G17530,10732283,10733353,-,LOC_OS09G17540,10733802,10735333,+,449,rice,2457,0.694642783,,,
3635,Chr9,LOC_OS09G19280,11540747,11543436,-,LOC_OS09G19290,11544100,11550254,+,664,rice,5182,0.708325494,,,
3636,Chr9,LOC_OS09G19560,11702888,11706372,-,LOC_OS09G19570,11707235,11710473,+,863,rice,10291,0.699790094,,,
3637,Chr9,LOC_OS09G19910,11913654,11916296,-,LOC_OS09G19920,11916674,11920341,+,378,rice,10327,0.164792074,,,
3638,Chr9,LOC_OS09G21350,12890631,12892481,-,LOC_OS09G21360,12892955,12897017,+,474,rice,3909,0.143670203,,,
3639,Chr9,LOC_OS09G22460,13563565,13564716,-,LOC_OS09G22470,13565644,13566789,+,928,rice,2923,0.563219424,,,
3640,Chr9,LOC_OS09G25690,15420770,15421567,-,LOC_OS09G25700,15422388,15424390,+,821,rice,5269,0.505332441,,,
3641,Chr9,LOC_OS09G25945,15581065,15582821,-,LOC_OS09G25950,15583140,15586502,+,319,rice,6414,0.055076911,,,
3642,Chr9,LOC_OS09G26330,15914090,15915028,-,LOC_OS09G26340,15916005,15917026,+,977,rice,2636,0.379254412,,,
3643,Chr9,LOC_OS09G27920,16972343,16973289,-,LOC_OS09G27930,16973690,16975737,+,401,rice,2295,0.110347117,,,
3644,Chr9,LOC_OS09G27970,16991405,16996017,-,LOC_OS09G27980,16996540,16999938,+,523,rice,4115,-0.076572129,,,
3645,Chr9,LOC_OS09G28750,17471021,17472213,-,LOC_OS09G28760,17473042,17473491,+,829,rice,10483,0.344014305,,,
3646,Chr9,LOC_OS09G29370,17833429,17834916,-,LOC_OS09G29380,17835905,17838028,+,989,rice,10704,0.090883907,,,
3647,Chr9,LOC_OS09G29750,18085524,18090864,-,LOC_OS09G29760,18091035,18092234,+,171,rice,10530,0.074305042,,,
3648,Chr9,LOC_OS09G29840,18150618,18155512,-,LOC_OS09G29850,18156179,18158501,+,667,rice,4652,-0.192087309,,,
3649,Chr9,LOC_OS09G30090,18290712,18292043,-,LOC_OS09G30100,18293017,18300993,+,974,rice,1994,-0.134065447,,,
3650,Chr9,LOC_OS09G31050,18673330,18674857,-,LOC_OS09G31060,18675179,18676342,+,322,rice,6777,0.49513878,,,
3651,Chr9,LOC_OS09G31180,18751895,18754232,-,LOC_OS09G31190,18754630,18755187,+,398,rice,6985,0.133890316,,,
3652,Chr9,LOC_OS09G32240,19241002,19244486,-,LOC_OS09G32250,19244915,19250324,+,429,rice,10117,-0.624297355,,,
3653,Chr9,LOC_OS09G32580,19445271,19448189,-,LOC_OS09G32590,19449114,19449677,+,925,rice,1115,0.188459922,,,
3654,Chr9,LOC_OS09G32690,19503350,19506985,-,LOC_OS09G32700,19507048,19509192,+,63,rice,10351,0.216875197,,,
3655,Chr9,LOC_OS09G32920,19618766,19620180,-,LOC_OS09G32930,19620623,19628697,+,443,rice,1407,0.279349479,,,
3656,Chr9,LOC_OS09G33730,19920850,19921510,-,LOC_OS09G33740,19922090,19931713,+,580,rice,1484,0.011872261,,,
3657,Chr9,LOC_OS09G33890,20009143,20010799,-,LOC_OS09G33900,20011523,20017660,+,724,rice,6377,-0.003673096,,,
3658,Chr9,LOC_OS09G33910,20015571,20019391,-,LOC_OS09G33920,20019441,20023423,+,50,rice,9130,0.421255465,,,
3659,Chr9,LOC_OS09G33992,20070523,20073652,-,LOC_OS09G34000,20073810,20076807,+,158,rice,9990,0.342037558,,,
3660,Chr9,LOC_OS09G34020,20082911,20083444,-,LOC_OS09G34030,20084418,20084895,+,974,rice,5095,0.214534855,,,
3661,Chr9,LOC_OS09G34190,20183267,20186307,-,LOC_OS09G34200,20187156,20191585,+,849,rice,9410,0.006228023,,,
3662,Chr9,LOC_OS09G36000,20741659,20742774,-,LOC_OS09G36010,20743156,20744337,+,382,rice,9010,0.237790776,,,
3663,Chr9,LOC_OS09G36619,21131794,21134241,-,LOC_OS09G36630,21134490,21136832,+,249,rice,9722,0.628017753,,,
3664,Chr9,LOC_OS09G36660,21149697,21151381,-,LOC_OS09G36670,21151736,21154358,+,355,rice,4816,9.97E-05,,,
3665,Chr9,LOC_OS09G36735,21196428,21197328,-,LOC_OS09G36740,21197503,21199723,+,175,rice,4940,0.591243394,,,
3666,Chr9,LOC_OS09G36800,21225954,21229391,-,LOC_OS09G36810,21230303,21236811,+,912,rice,9526,-0.351729851,,,
3667,Chr9,LOC_OS09G36890,21273637,21276307,-,LOC_OS09G36900,21276447,21280620,+,140,rice,9158,0.189151895,,,
3668,Chr9,LOC_OS09G37452,21598530,21598726,-,LOC_OS09G37460,21599723,21600187,+,997,rice,1137,0.264768171,,,
3669,Chr9,LOC_OS09G37930,21868860,21878587,-,LOC_OS09G37940,21879203,21879709,+,616,rice,4194,-0.248549547,,,
3670,Chr9,LOC_OS09G38660,22230291,22232785,-,LOC_OS09G38670,22233617,22235974,+,832,rice,10271,0.071461102,,,
3671,Chr9,LOC_OS09G38680,22237627,22238426,-,LOC_OS09G38690,22239399,22243494,+,973,rice,1188,0.483962785,,,
3672,Chr9,LOC_OS09G38750,22265601,22268858,-,LOC_OS09G38755,22269102,22272680,+,244,rice,10365,0.229141276,,,
3673,Chr9,LOC_OS09G38790,22287174,22291746,-,LOC_OS09G38800,22292349,22295586,+,603,rice,4379,-0.124384909,,,
3674,Chr9,LOC_OS09G39490,22690177,22691975,-,LOC_OS09G39500,22692667,22694885,+,692,rice,10073,0.518867694,,,
